community,month,monthlyav,year,Sani_Q,II_Q,FY,CY20_meth,actual
Burlington,Nov,4.1925,18-20,2,2.1925,FY22,3yr ave (2019x2),FALSE
Burlington,Oct,2.9383333333333335,18-20,2,0.9383333333333335,FY22,3yr ave (2019x2),FALSE
Burlington,Sep,2.7508333333333335,18-20,2,0.7508333333333335,FY22,3yr ave (2019x2),FALSE
Cambridge,Apr,20.686666666666667,18-20,11.5,9.186666666666667,FY22,3yr ave (2019x2),FALSE
Cambridge,Aug,19.135,18-20,11.5,7.635000000000002,FY22,3yr ave (2019x2),FALSE
Cambridge,Dec,20.26,18-20,11.5,8.760000000000002,FY22,3yr ave (2019x2),FALSE
Cambridge,Feb,17.781666666666666,18-20,11.5,6.281666666666666,FY22,3yr ave (2019x2),FALSE
Cambridge,Jan,17.675833333333333,18-20,11.5,6.175833333333333,FY22,3yr ave (2019x2),FALSE
Cambridge,Jul,19.764166666666668,18-20,11.5,8.264166666666668,FY22,3yr ave (2019x2),FALSE
Cambridge,Jun,18.364166666666666,18-20,11.5,6.864166666666666,FY22,3yr ave (2019x2),FALSE
Cambridge,Mar,18.96166666666667,18-20,11.5,7.4616666666666696,FY22,3yr ave (2019x2),FALSE
Cambridge,May,17.82,18-20,11.5,6.32,FY22,3yr ave (2019x2),FALSE
Cambridge,Nov,21.094166666666666,18-20,11.5,9.594166666666666,FY22,3yr ave (2019x2),FALSE
Cambridge,Oct,18.1025,18-20,11.5,6.602499999999999,FY22,3yr ave (2019x2),FALSE
Cambridge,Sep,17.631666666666668,18-20,11.5,6.131666666666668,FY22,3yr ave (2019x2),FALSE
Canton,Apr,3.9891666666666667,18-20,1.4,2.589166666666667,FY22,3yr ave (2019x2),FALSE
Canton,Aug,2.29,18-20,1.4,0.8900000000000001,FY22,3yr ave (2019x2),FALSE
Canton,Dec,3.63,18-20,1.4,2.23,FY22,3yr ave (2019x2),FALSE
Canton,Feb,3.569166666666667,18-20,1.4,2.169166666666667,FY22,3yr ave (2019x2),FALSE
Canton,Jan,3.7333333333333334,18-20,1.4,2.3333333333333335,FY22,3yr ave (2019x2),FALSE
Canton,Jul,2.3958333333333335,18-20,1.4,0.9958333333333336,FY22,3yr ave (2019x2),FALSE
Canton,Jun,2.7024999999999997,18-20,1.4,1.3024999999999998,FY22,3yr ave (2019x2),FALSE
Canton,Mar,4.246666666666667,18-20,1.4,2.846666666666667,FY22,3yr ave (2019x2),FALSE
Canton,May,3.3275,18-20,1.4,1.9275000000000002,FY22,3yr ave (2019x2),FALSE
Canton,Nov,3.6825,18-20,1.4,2.2825,FY22,3yr ave (2019x2),FALSE
Canton,Oct,2.6841666666666666,18-20,1.4,1.2841666666666667,FY22,3yr ave (2019x2),FALSE
Canton,Sep,2.46,18-20,1.4,1.06,FY22,3yr ave (2019x2),FALSE
Chelsea,Apr,6.736666666666666,18-20,3,3.7366666666666664,FY22,3yr ave (2019x2),FALSE
Chelsea,Aug,4.9875,18-20,3,1.9874999999999998,FY22,3yr ave (2019x2),FALSE
Chelsea,Dec,6.705,18-20,3,3.705,FY22,3yr ave (2019x2),FALSE
Chelsea,Feb,5.9350000000000005,18-20,3,2.9350000000000005,FY22,3yr ave (2019x2),FALSE
Chelsea,Jan,5.920833333333333,18-20,3,2.9208333333333334,FY22,3yr ave (2019x2),FALSE
Chelsea,Jul,5.265833333333333,18-20,3,2.265833333333333,FY22,3yr ave (2019x2),FALSE
Chelsea,Jun,5.234166666666667,18-20,3,2.234166666666667,FY22,3yr ave (2019x2),FALSE
Chelsea,Mar,6.885,18-20,3,3.885,FY22,3yr ave (2019x2),FALSE
Chelsea,May,5.255,18-20,3,2.255,FY22,3yr ave (2019x2),FALSE
Chelsea,Nov,6.950000000000001,18-20,3,3.950000000000001,FY22,3yr ave (2019x2),FALSE
Chelsea,Oct,5.5225,18-20,3,2.5225,FY22,3yr ave (2019x2),FALSE
Chelsea,Sep,4.825,18-20,3,1.8250000000000002,FY22,3yr ave (2019x2),FALSE
Dedham,Apr,5.6525,18-20,1.8,3.8525,FY22,3yr ave (2019x2),FALSE
Dedham,Aug,2.6541666666666663,18-20,1.8,0.8541666666666663,FY22,3yr ave (2019x2),FALSE
Dedham,Dec,4.946666666666666,18-20,1.8,3.1466666666666665,FY22,3yr ave (2019x2),FALSE
Dedham,Feb,4.84,18-20,1.8,3.04,FY22,3yr ave (2019x2),FALSE
Dedham,Jan,4.8425,18-20,1.8,3.0425000000000004,FY22,3yr ave (2019x2),FALSE
Dedham,Jul,2.765,18-20,1.8,0.9650000000000001,FY22,3yr ave (2019x2),FALSE
Dedham,Jun,3.1983333333333333,18-20,1.8,1.3983333333333332,FY22,3yr ave (2019x2),FALSE
Dedham,Mar,5.719166666666666,18-20,1.8,3.9191666666666665,FY22,3yr ave (2019x2),FALSE
Dedham,May,4.351666666666667,18-20,1.8,2.5516666666666667,FY22,3yr ave (2019x2),FALSE
Dedham,Nov,4.703333333333333,18-20,1.8,2.9033333333333333,FY22,3yr ave (2019x2),FALSE
Dedham,Oct,2.945,18-20,1.8,1.1449999999999998,FY22,3yr ave (2019x2),FALSE
Dedham,Sep,2.5233333333333334,18-20,1.8,0.7233333333333334,FY22,3yr ave (2019x2),FALSE
Everett,Apr,6.819166666666667,18-20,3.2,3.6191666666666666,FY22,3yr ave (2019x2),FALSE
Everett,Aug,5.755833333333333,18-20,3.2,2.555833333333333,FY22,3yr ave (2019x2),FALSE
Everett,Dec,6.573333333333333,18-20,3.2,3.373333333333333,FY22,3yr ave (2019x2),FALSE
Everett,Feb,6.7125,18-20,3.2,3.5125,FY22,3yr ave (2019x2),FALSE
Everett,Jan,6.654166666666667,18-20,3.2,3.4541666666666666,FY22,3yr ave (2019x2),FALSE
Everett,Jul,5.765,18-20,3.2,2.5649999999999995,FY22,3yr ave (2019x2),FALSE
Everett,Jun,5.368333333333333,18-20,3.2,2.168333333333333,FY22,3yr ave (2019x2),FALSE
Everett,Mar,7.0575,18-20,3.2,3.8575,FY22,3yr ave (2019x2),FALSE
Everett,May,6.033333333333333,18-20,3.2,2.833333333333333,FY22,3yr ave (2019x2),FALSE
Everett,Nov,6.735,18-20,3.2,3.535,FY22,3yr ave (2019x2),FALSE
Everett,Oct,5.6450000000000005,18-20,3.2,2.4450000000000003,FY22,3yr ave (2019x2),FALSE
Everett,Sep,5.473333333333334,18-20,3.2,2.2733333333333334,FY22,3yr ave (2019x2),FALSE
Framingham,Apr,9.414166666666667,18-20,4.8,4.614166666666667,FY22,3yr ave (2019x2),FALSE
Framingham,Aug,5.724166666666667,18-20,4.8,0.9241666666666672,FY22,3yr ave (2019x2),FALSE
Framingham,Dec,7.939166666666667,18-20,4.8,3.139166666666667,FY22,3yr ave (2019x2),FALSE
Framingham,Feb,8.39,18-20,4.8,3.5900000000000007,FY22,3yr ave (2019x2),FALSE
Framingham,Jan,7.914166666666667,18-20,4.8,3.1141666666666667,FY22,3yr ave (2019x2),FALSE
Framingham,Jul,5.971666666666667,18-20,4.8,1.1716666666666669,FY22,3yr ave (2019x2),FALSE
Framingham,Jun,6.120833333333333,18-20,4.8,1.3208333333333329,FY22,3yr ave (2019x2),FALSE
Framingham,Mar,9.0975,18-20,4.8,4.2975,FY22,3yr ave (2019x2),FALSE
Framingham,May,7.8575,18-20,4.8,3.0575,FY22,3yr ave (2019x2),FALSE
Framingham,Nov,7.866666666666667,18-20,4.8,3.0666666666666673,FY22,3yr ave (2019x2),FALSE
Framingham,Oct,6.054166666666666,18-20,4.8,1.2541666666666664,FY22,3yr ave (2019x2),FALSE
Framingham,Sep,5.8125,18-20,4.7,1.1124999999999998,FY22,3yr ave (2019x2),FALSE
Hingham,Apr,1.9758333333333333,18-20,0.5,1.4758333333333333,FY22,3yr ave (2019x2),FALSE
Hingham,Aug,0.83,18-20,0.5,0.32999999999999996,FY22,3yr ave (2019x2),FALSE
Hingham,Dec,1.9058333333333333,18-20,0.5,1.4058333333333333,FY22,3yr ave (2019x2),FALSE
Hingham,Feb,1.7883333333333333,18-20,0.5,1.2883333333333333,FY22,3yr ave (2019x2),FALSE
Hingham,Jan,1.7958333333333332,18-20,0.5,1.2958333333333332,FY22,3yr ave (2019x2),FALSE
Hingham,Jul,1.0458333333333334,18-20,0.5,0.5458333333333334,FY22,3yr ave (2019x2),FALSE
Hingham,Jun,1.1216666666666666,18-20,0.5,0.6216666666666666,FY22,3yr ave (2019x2),FALSE
Hingham,Mar,2.166666666666667,18-20,0.5,1.666666666666667,FY22,3yr ave (2019x2),FALSE
Hingham,May,1.5258333333333334,18-20,0.5,1.0258333333333334,FY22,3yr ave (2019x2),FALSE
Hingham,Nov,1.9083333333333332,18-20,0.5,1.4083333333333332,FY22,3yr ave (2019x2),FALSE
Hingham,Oct,1.085,18-20,0.5,0.585,FY22,3yr ave (2019x2),FALSE
Hingham,Sep,0.8366666666666667,18-20,0.5,0.33666666666666667,FY22,3yr ave (2019x2),FALSE
Holbrook,Apr,1.1749999999999998,18-20,0.5,0.6749999999999998,FY22,3yr ave (2019x2),FALSE
Holbrook,Aug,0.7041666666666667,18-20,0.5,0.20416666666666672,FY22,3yr ave (2019x2),FALSE
Holbrook,Dec,1.1224999999999998,18-20,0.5,0.6224999999999998,FY22,3yr ave (2019x2),FALSE
Holbrook,Feb,1.0683333333333334,18-20,0.5,0.5683333333333334,FY22,3yr ave (2019x2),FALSE
Holbrook,Jan,1.06,18-20,0.5,0.56,FY22,3yr ave (2019x2),FALSE
Holbrook,Jul,0.745,18-20,0.5,0.245,FY22,3yr ave (2019x2),FALSE
Holbrook,Jun,0.7983333333333333,18-20,0.5,0.29833333333333334,FY22,3yr ave (2019x2),FALSE
Holbrook,Mar,1.235,18-20,0.5,0.7350000000000001,FY22,3yr ave (2019x2),FALSE
Holbrook,May,0.985,18-20,0.5,0.485,FY22,3yr ave (2019x2),FALSE
Holbrook,Nov,1.0825,18-20,0.5,0.5825,FY22,3yr ave (2019x2),FALSE
Holbrook,Oct,0.7991666666666667,18-20,0.5,0.2991666666666667,FY22,3yr ave (2019x2),FALSE
Holbrook,Sep,0.685,18-20,0.5,0.18500000000000005,FY22,3yr ave (2019x2),FALSE
Lexington,Apr,8.005833333333333,18-20,2.2,5.805833333333333,FY22,3yr ave (2019x2),FALSE
Lexington,Aug,3.4283333333333332,18-20,2.2,1.228333333333333,FY22,3yr ave (2019x2),FALSE
Lexington,Dec,6.411666666666666,18-20,2.2,4.211666666666666,FY22,3yr ave (2019x2),FALSE
Lexington,Feb,6.390000000000001,18-20,2.2,4.19,FY22,3yr ave (2019x2),FALSE
Lexington,Jan,5.360833333333334,18-20,2.2,3.1608333333333336,FY22,3yr ave (2019x2),FALSE
Lexington,Jul,3.8649999999999998,18-20,2.2,1.6649999999999996,FY22,3yr ave (2019x2),FALSE
Lexington,Jun,4.075,18-20,2.2,1.875,FY22,3yr ave (2019x2),FALSE
Lexington,Mar,7.489166666666667,18-20,2.2,5.289166666666667,FY22,3yr ave (2019x2),FALSE
Lexington,May,6.425833333333333,18-20,2.2,4.225833333333333,FY22,3yr ave (2019x2),FALSE
Lexington,Nov,6.483333333333333,18-20,2.2,4.283333333333333,FY22,3yr ave (2019x2),FALSE
Lexington,Oct,3.9658333333333338,18-20,2.2,1.7658333333333336,FY22,3yr ave (2019x2),FALSE
Lexington,Sep,3.48,18-20,2.2,1.2799999999999998,FY22,3yr ave (2019x2),FALSE
Malden,Apr,10.6575,18-20,4.9,5.7575,FY22,3yr ave (2019x2),FALSE
Malden,Aug,7.383333333333334,18-20,4.9,2.4833333333333334,FY22,3yr ave (2019x2),FALSE
Malden,Dec,10.743333333333334,18-20,4.9,5.843333333333334,FY22,3yr ave (2019x2),FALSE
Malden,Feb,10.276666666666666,18-20,4.9,5.376666666666665,FY22,3yr ave (2019x2),FALSE
Malden,Jan,9.594166666666666,18-20,4.9,4.694166666666666,FY22,3yr ave (2019x2),FALSE
Malden,Jul,7.460833333333333,18-20,4.9,2.560833333333333,FY22,3yr ave (2019x2),FALSE
Malden,Jun,7.7375,18-20,4.9,2.8374999999999995,FY22,3yr ave (2019x2),FALSE
Malden,Mar,11.279166666666665,18-20,4.9,6.379166666666665,FY22,3yr ave (2019x2),FALSE
Malden,May,8.862499999999999,18-20,4.9,3.9624999999999986,FY22,3yr ave (2019x2),FALSE
Malden,Nov,10.886666666666667,18-20,4.9,5.986666666666666,FY22,3yr ave (2019x2),FALSE
Malden,Oct,7.335,18-20,4.9,2.4349999999999996,FY22,3yr ave (2019x2),FALSE
Malden,Sep,6.9425,18-20,4.9,2.0424999999999995,FY22,3yr ave (2019x2),FALSE
Medford,Apr,9.93,18-20,4.2,5.7299999999999995,FY22,3yr ave (2019x2),FALSE
Medford,Aug,6.36,18-20,4.2,2.16,FY22,3yr ave (2019x2),FALSE
Medford,Dec,9.590833333333332,18-20,4.2,5.390833333333332,FY22,3yr ave (2019x2),FALSE
Medford,Feb,8.305,18-20,4.2,4.1049999999999995,FY22,3yr ave (2019x2),FALSE
Medford,Jan,7.834166666666667,18-20,4.2,3.634166666666667,FY22,3yr ave (2019x2),FALSE
Medford,Jul,6.098333333333334,18-20,4.2,1.8983333333333334,FY22,3yr ave (2019x2),FALSE
Medford,Jun,6.119166666666667,18-20,4.2,1.9191666666666665,FY22,3yr ave (2019x2),FALSE
Medford,Mar,9.8175,18-20,4.2,5.617500000000001,FY22,3yr ave (2019x2),FALSE
Medford,May,7.731666666666667,18-20,4.2,3.531666666666667,FY22,3yr ave (2019x2),FALSE
Medford,Nov,9.970833333333333,18-20,4.2,5.770833333333333,FY22,3yr ave (2019x2),FALSE
Medford,Oct,6.5825000000000005,18-20,4.2,2.3825000000000003,FY22,3yr ave (2019x2),FALSE
Medford,Sep,6.138333333333333,18-20,4.2,1.9383333333333326,FY22,3yr ave (2019x2),FALSE
Melrose,Apr,5.990833333333334,18-20,1.8,4.190833333333334,FY22,3yr ave (2019x2),FALSE
Melrose,Aug,2.9725,18-20,1.8,1.1725,FY22,3yr ave (2019x2),FALSE
Melrose,Dec,6.323333333333333,18-20,1.8,4.523333333333333,FY22,3yr ave (2019x2),FALSE
Melrose,Feb,5.2825,18-20,1.8,3.4825,FY22,3yr ave (2019x2),FALSE
Melrose,Jan,4.9,18-20,1.8,3.1000000000000005,FY22,3yr ave (2019x2),FALSE
Melrose,Jul,3.1133333333333333,18-20,1.8,1.3133333333333332,FY22,3yr ave (2019x2),FALSE
Melrose,Jun,3.4366666666666665,18-20,1.8,1.6366666666666665,FY22,3yr ave (2019x2),FALSE
Melrose,Mar,5.931666666666667,18-20,1.8,4.131666666666667,FY22,3yr ave (2019x2),FALSE
Melrose,May,4.6425,18-20,1.8,2.8425000000000002,FY22,3yr ave (2019x2),FALSE
Melrose,Nov,6.0975,18-20,1.8,4.2975,FY22,3yr ave (2019x2),FALSE
Melrose,Oct,3.3541666666666665,18-20,1.8,1.5541666666666665,FY22,3yr ave (2019x2),FALSE
Melrose,Sep,2.87,18-20,1.8,1.07,FY22,3yr ave (2019x2),FALSE
Milton,Apr,5.13,18-20,1.4,3.73,FY22,3yr ave (2019x2),FALSE
Milton,Aug,1.9975,18-20,1.4,0.5975000000000001,FY22,3yr ave (2019x2),FALSE
Milton,Dec,4.664166666666667,18-20,1.4,3.2641666666666667,FY22,3yr ave (2019x2),FALSE
Milton,Feb,4.3925,18-20,1.4,2.9925,FY22,3yr ave (2019x2),FALSE
Milton,Jan,4.335,18-20,1.4,2.935,FY22,3yr ave (2019x2),FALSE
Milton,Jul,2.2575,18-20,1.4,0.8574999999999999,FY22,3yr ave (2019x2),FALSE
Milton,Jun,2.5683333333333334,18-20,1.4,1.1683333333333334,FY22,3yr ave (2019x2),FALSE
Milton,Mar,5.3116666666666665,18-20,1.4,3.9116666666666666,FY22,3yr ave (2019x2),FALSE
Milton,May,3.8825,18-20,1.4,2.4825,FY22,3yr ave (2019x2),FALSE
Milton,Nov,4.6975,18-20,1.4,3.2975,FY22,3yr ave (2019x2),FALSE
Milton,Oct,2.5166666666666666,18-20,1.4,1.1166666666666667,FY22,3yr ave (2019x2),FALSE
Milton,Sep,2.0375,18-20,1.4,0.6375000000000002,FY22,3yr ave (2019x2),FALSE
Natick,Apr,4.013333333333334,18-20,1.8,2.213333333333334,FY22,3yr ave (2019x2),FALSE
Natick,Aug,2.41,18-20,1.8,0.6100000000000001,FY22,3yr ave (2019x2),FALSE
Natick,Dec,3.5733333333333333,18-20,1.8,1.7733333333333332,FY22,3yr ave (2019x2),FALSE
Natick,Feb,3.4283333333333332,18-20,1.8,1.6283333333333332,FY22,3yr ave (2019x2),FALSE
Natick,Jan,3.245833333333333,18-20,1.8,1.445833333333333,FY22,3yr ave (2019x2),FALSE
Natick,Jul,2.4591666666666665,18-20,1.8,0.6591666666666665,FY22,3yr ave (2019x2),FALSE
Natick,Jun,2.5633333333333335,18-20,1.8,0.7633333333333334,FY22,3yr ave (2019x2),FALSE
Natick,Mar,3.848333333333333,18-20,1.8,2.048333333333333,FY22,3yr ave (2019x2),FALSE
Natick,May,3.2925,18-20,1.8,1.4925,FY22,3yr ave (2019x2),FALSE
Natick,Nov,3.395,18-20,1.8,1.595,FY22,3yr ave (2019x2),FALSE
Natick,Oct,2.4274999999999998,18-20,1.8,0.6274999999999997,FY22,3yr ave (2019x2),FALSE
Natick,Sep,2.29,18-20,1.8,0.49,FY22,3yr ave (2019x2),FALSE
Needham,Apr,5.4158333333333335,18-20,1.9,3.5158333333333336,FY22,3yr ave (2019x2),FALSE
Needham,Aug,2.8891666666666667,18-20,1.9,0.9891666666666667,FY22,3yr ave (2019x2),FALSE
Needham,Dec,4.788333333333333,18-20,1.9,2.888333333333333,FY22,3yr ave (2019x2),FALSE
Needham,Feb,4.453333333333334,18-20,1.9,2.553333333333334,FY22,3yr ave (2019x2),FALSE
Needham,Jan,4.408333333333333,18-20,1.9,2.5083333333333333,FY22,3yr ave (2019x2),FALSE
Needham,Jul,2.985,18-20,1.9,1.085,FY22,3yr ave (2019x2),FALSE
Needham,Jun,3.275,18-20,1.9,1.375,FY22,3yr ave (2019x2),FALSE
Needham,Mar,5.314166666666667,18-20,1.9,3.414166666666667,FY22,3yr ave (2019x2),FALSE
Needham,May,4.399166666666667,18-20,1.9,2.499166666666667,FY22,3yr ave (2019x2),FALSE
Needham,Nov,4.9275,18-20,1.9,3.0275000000000003,FY22,3yr ave (2019x2),FALSE
Needham,Oct,3.1933333333333334,18-20,1.9,1.2933333333333334,FY22,3yr ave (2019x2),FALSE
Needham,Sep,2.7683333333333335,18-20,1.9,0.8683333333333336,FY22,3yr ave (2019x2),FALSE
Newton,Apr,21.9475,18-20,7.8,14.1475,FY22,3yr ave (2019x2),FALSE
Newton,Aug,10.563333333333333,18-20,7.8,2.7633333333333328,FY22,3yr ave (2019x2),FALSE
Newton,Dec,19.021666666666665,18-20,7.8,11.221666666666664,FY22,3yr ave (2019x2),FALSE
Newton,Feb,17.572499999999998,18-20,7.8,9.772499999999997,FY22,3yr ave (2019x2),FALSE
Newton,Jan,16.7675,18-20,7.8,8.967499999999998,FY22,3yr ave (2019x2),FALSE
Newton,Jul,10.838333333333335,18-20,7.8,3.038333333333335,FY22,3yr ave (2019x2),FALSE
Newton,Jun,12.351666666666667,18-20,7.8,4.551666666666667,FY22,3yr ave (2019x2),FALSE
Newton,Mar,20.641666666666666,18-20,7.8,12.841666666666665,FY22,3yr ave (2019x2),FALSE
Newton,May,17.43583333333333,18-20,7.8,9.63583333333333,FY22,3yr ave (2019x2),FALSE
Newton,Nov,18.525833333333335,18-20,7.8,10.725833333333334,FY22,3yr ave (2019x2),FALSE
Newton,Oct,11.060833333333333,18-20,7.8,3.2608333333333333,FY22,3yr ave (2019x2),FALSE
Newton,Sep,9.703333333333333,18-20,7.8,1.9033333333333333,FY22,3yr ave (2019x2),FALSE
Norwood,Apr,8.343333333333334,18-20,2.4,5.943333333333333,FY22,3yr ave (2019x2),FALSE
Norwood,Aug,4.092499999999999,18-20,2.4,1.6924999999999994,FY22,3yr ave (2019x2),FALSE
Norwood,Dec,7.735,18-20,2.4,5.335000000000001,FY22,3yr ave (2019x2),FALSE
Norwood,Feb,7.273333333333333,18-20,2.4,4.873333333333333,FY22,3yr ave (2019x2),FALSE
Norwood,Jan,7.5475,18-20,2.4,5.147500000000001,FY22,3yr ave (2019x2),FALSE
Norwood,Jul,4.5424999999999995,18-20,2.4,2.1424999999999996,FY22,3yr ave (2019x2),FALSE
Norwood,Jun,5.269166666666667,18-20,2.4,2.869166666666667,FY22,3yr ave (2019x2),FALSE
Norwood,Mar,8.875,18-20,2.4,6.475,FY22,3yr ave (2019x2),FALSE
Norwood,May,6.5166666666666675,18-20,2.4,4.116666666666667,FY22,3yr ave (2019x2),FALSE
Norwood,Nov,7.909166666666667,18-20,2.4,5.509166666666667,FY22,3yr ave (2019x2),FALSE
Norwood,Oct,5.189166666666667,18-20,2.4,2.789166666666667,FY22,3yr ave (2019x2),FALSE
Norwood,Sep,4.594166666666666,18-20,2.4,2.1941666666666664,FY22,3yr ave (2019x2),FALSE
Quincy,Apr,17.169999999999998,18-20,8.2,8.969999999999999,FY22,3yr ave (2019x2),FALSE
Quincy,Aug,10.960833333333333,18-20,8.2,2.760833333333334,FY22,3yr ave (2019x2),FALSE
Quincy,Dec,15.809166666666666,18-20,8.2,7.609166666666667,FY22,3yr ave (2019x2),FALSE
Quincy,Feb,15.256666666666666,18-20,8.2,7.056666666666667,FY22,3yr ave (2019x2),FALSE
Quincy,Jan,15.280833333333334,18-20,8.2,7.080833333333334,FY22,3yr ave (2019x2),FALSE
Quincy,Jul,12.1175,18-20,8.2,3.9175000000000004,FY22,3yr ave (2019x2),FALSE
Quincy,Jun,12.408333333333333,18-20,8.2,4.208333333333334,FY22,3yr ave (2019x2),FALSE
