community,month,monthlyav,year,Sani_Q,II_Q,FY,CY20_meth,actual
Quincy,Mar,18.2025,18-20,8.2,10.002500000000001,FY22,3yr ave (2019x2),FALSE
Quincy,May,14.745000000000001,18-20,8.2,6.545000000000002,FY22,3yr ave (2019x2),FALSE
Quincy,Nov,16.3225,18-20,8.2,8.122500000000002,FY22,3yr ave (2019x2),FALSE
Quincy,Oct,11.900833333333333,18-20,8.2,3.7008333333333336,FY22,3yr ave (2019x2),FALSE
Quincy,Sep,10.76,18-20,8.2,2.5600000000000005,FY22,3yr ave (2019x2),FALSE
Randolph,Apr,5.016666666666667,18-20,1.9,3.1166666666666667,FY22,3yr ave (2019x2),FALSE
Randolph,Aug,2.4133333333333336,18-20,1.9,0.5133333333333336,FY22,3yr ave (2019x2),FALSE
Randolph,Dec,4.748333333333333,18-20,1.9,2.848333333333333,FY22,3yr ave (2019x2),FALSE
Randolph,Feb,4.523333333333333,18-20,1.9,2.6233333333333335,FY22,3yr ave (2019x2),FALSE
Randolph,Jan,4.616666666666666,18-20,1.9,2.7166666666666663,FY22,3yr ave (2019x2),FALSE
Randolph,Jul,2.72,18-20,1.9,0.8200000000000003,FY22,3yr ave (2019x2),FALSE
Randolph,Jun,3.2583333333333333,18-20,1.9,1.3583333333333334,FY22,3yr ave (2019x2),FALSE
Randolph,Mar,5.651666666666666,18-20,1.9,3.7516666666666665,FY22,3yr ave (2019x2),FALSE
Randolph,May,4.1425,18-20,1.9,2.2425,FY22,3yr ave (2019x2),FALSE
Randolph,Nov,4.5616666666666665,18-20,1.9,2.6616666666666666,FY22,3yr ave (2019x2),FALSE
Randolph,Oct,3.049166666666667,18-20,1.9,1.149166666666667,FY22,3yr ave (2019x2),FALSE
Randolph,Sep,2.543333333333333,18-20,1.9,0.6433333333333331,FY22,3yr ave (2019x2),FALSE
Reading,Apr,4.714166666666666,18-20,1.3,3.4141666666666666,FY22,3yr ave (2019x2),FALSE
Reading,Aug,1.9641666666666666,18-20,1.3,0.6641666666666666,FY22,3yr ave (2019x2),FALSE
Reading,Dec,3.745833333333333,18-20,1.3,2.445833333333333,FY22,3yr ave (2019x2),FALSE
Reading,Feb,3.8125,18-20,1.3,2.5125,FY22,3yr ave (2019x2),FALSE
Reading,Jan,3.499166666666667,18-20,1.3,2.1991666666666667,FY22,3yr ave (2019x2),FALSE
Reading,Jul,1.9975000000000003,18-20,1.3,0.6975000000000002,FY22,3yr ave (2019x2),FALSE
Reading,Jun,2.704166666666667,18-20,1.3,1.404166666666667,FY22,3yr ave (2019x2),FALSE
Reading,Mar,4.645833333333333,18-20,1.3,3.345833333333333,FY22,3yr ave (2019x2),FALSE
Reading,May,3.8225,18-20,1.3,2.5225,FY22,3yr ave (2019x2),FALSE
Reading,Nov,3.6966666666666668,18-20,1.3,2.3966666666666665,FY22,3yr ave (2019x2),FALSE
Reading,Oct,2.2800000000000002,18-20,1.3,0.9800000000000002,FY22,3yr ave (2019x2),FALSE
Reading,Sep,2.0091666666666668,18-20,1.3,0.7091666666666667,FY22,3yr ave (2019x2),FALSE
Revere,Apr,7.737500000000001,18-20,3.5,4.237500000000001,FY22,3yr ave (2019x2),FALSE
Revere,Aug,5.652500000000001,18-20,3.5,2.1525000000000007,FY22,3yr ave (2019x2),FALSE
Revere,Dec,7.875,18-20,3.5,4.375,FY22,3yr ave (2019x2),FALSE
Revere,Feb,7.371666666666667,18-20,3.5,3.871666666666667,FY22,3yr ave (2019x2),FALSE
Revere,Jan,7.104166666666667,18-20,3.5,3.604166666666667,FY22,3yr ave (2019x2),FALSE
Revere,Jul,5.838333333333334,18-20,3.5,2.338333333333334,FY22,3yr ave (2019x2),FALSE
Revere,Jun,5.665833333333334,18-20,3.5,2.1658333333333344,FY22,3yr ave (2019x2),FALSE
Revere,Mar,8.02,18-20,3.5,4.52,FY22,3yr ave (2019x2),FALSE
Revere,May,6.614166666666667,18-20,3.5,3.1141666666666667,FY22,3yr ave (2019x2),FALSE
Revere,Nov,8.31,18-20,3.5,4.8100000000000005,FY22,3yr ave (2019x2),FALSE
Revere,Oct,6.375833333333334,18-20,3.5,2.8758333333333344,FY22,3yr ave (2019x2),FALSE
Revere,Sep,5.45,18-20,3.5,1.9500000000000002,FY22,3yr ave (2019x2),FALSE
Somerville,Apr,12.997499999999999,18-20,5.5,7.497499999999999,FY22,3yr ave (2019x2),FALSE
Somerville,Aug,9.4675,18-20,5.5,3.9674999999999994,FY22,3yr ave (2019x2),FALSE
Somerville,Dec,11.133333333333333,18-20,5.5,5.633333333333333,FY22,3yr ave (2019x2),FALSE
Somerville,Feb,11.029166666666667,18-20,5.5,5.529166666666667,FY22,3yr ave (2019x2),FALSE
Somerville,Jan,10.665833333333333,18-20,5.5,5.1658333333333335,FY22,3yr ave (2019x2),FALSE
Somerville,Jul,9.488333333333333,18-20,5.5,3.9883333333333333,FY22,3yr ave (2019x2),FALSE
Somerville,Jun,8.2525,18-20,5.5,2.7524999999999995,FY22,3yr ave (2019x2),FALSE
Somerville,Mar,12.200000000000001,18-20,5.5,6.700000000000001,FY22,3yr ave (2019x2),FALSE
Somerville,May,9.137500000000001,18-20,5.5,3.637500000000001,FY22,3yr ave (2019x2),FALSE
Somerville,Nov,11.806666666666667,18-20,5.5,6.306666666666667,FY22,3yr ave (2019x2),FALSE
Somerville,Oct,10.480833333333333,18-20,5.5,4.980833333333333,FY22,3yr ave (2019x2),FALSE
Somerville,Sep,8.5325,18-20,5.5,3.0325000000000006,FY22,3yr ave (2019x2),FALSE
Stoneham,Apr,4.4174999999999995,18-20,1.4,3.0174999999999996,FY22,3yr ave (2019x2),FALSE
Stoneham,Aug,2.5633333333333335,18-20,1.4,1.1633333333333336,FY22,3yr ave (2019x2),FALSE
Stoneham,Dec,4.854166666666667,18-20,1.4,3.454166666666667,FY22,3yr ave (2019x2),FALSE
Stoneham,Feb,3.589166666666667,18-20,1.4,2.189166666666667,FY22,3yr ave (2019x2),FALSE
Stoneham,Jan,3.3933333333333335,18-20,1.4,1.9933333333333336,FY22,3yr ave (2019x2),FALSE
Stoneham,Jul,2.5933333333333333,18-20,1.4,1.1933333333333334,FY22,3yr ave (2019x2),FALSE
Stoneham,Jun,2.5366666666666666,18-20,1.4,1.1366666666666667,FY22,3yr ave (2019x2),FALSE
Stoneham,Mar,4.333333333333333,18-20,1.4,2.933333333333333,FY22,3yr ave (2019x2),FALSE
Stoneham,May,3.3175,18-20,1.4,1.9175,FY22,3yr ave (2019x2),FALSE
Stoneham,Nov,4.706666666666667,18-20,1.4,3.306666666666667,FY22,3yr ave (2019x2),FALSE
Stoneham,Oct,2.6591666666666667,18-20,1.4,1.2591666666666668,FY22,3yr ave (2019x2),FALSE
Stoneham,Sep,2.4925,18-20,1.4,1.0925000000000002,FY22,3yr ave (2019x2),FALSE
Stoughton,Apr,4.596666666666667,18-20,1.4,3.1966666666666668,FY22,3yr ave (2019x2),FALSE
Stoughton,Aug,1.8808333333333334,18-20,1.4,0.48083333333333345,FY22,3yr ave (2019x2),FALSE
Stoughton,Dec,4.0633333333333335,18-20,1.4,2.6633333333333336,FY22,3yr ave (2019x2),FALSE
Stoughton,Feb,3.914166666666667,18-20,1.4,2.514166666666667,FY22,3yr ave (2019x2),FALSE
Stoughton,Jan,3.940833333333333,18-20,1.4,2.540833333333333,FY22,3yr ave (2019x2),FALSE
Stoughton,Jul,2.2108333333333334,18-20,1.4,0.8108333333333335,FY22,3yr ave (2019x2),FALSE
Stoughton,Jun,2.7183333333333333,18-20,1.4,1.3183333333333334,FY22,3yr ave (2019x2),FALSE
Stoughton,Mar,4.7075,18-20,1.4,3.3074999999999997,FY22,3yr ave (2019x2),FALSE
Stoughton,May,3.7158333333333333,18-20,1.4,2.3158333333333334,FY22,3yr ave (2019x2),FALSE
Stoughton,Nov,3.8325,18-20,1.4,2.4325,FY22,3yr ave (2019x2),FALSE
Stoughton,Oct,2.565,18-20,1.4,1.165,FY22,3yr ave (2019x2),FALSE
Stoughton,Sep,2.064166666666667,18-20,1.4,0.664166666666667,FY22,3yr ave (2019x2),FALSE
Wakefield,Apr,6.495,18-20,1.5,4.995,FY22,3yr ave (2019x2),FALSE
Wakefield,Aug,3.1575,18-20,1.5,1.6575000000000002,FY22,3yr ave (2019x2),FALSE
Wakefield,Dec,5.753333333333334,18-20,1.5,4.253333333333334,FY22,3yr ave (2019x2),FALSE
Wakefield,Feb,5.4158333333333335,18-20,1.5,3.9158333333333335,FY22,3yr ave (2019x2),FALSE
Wakefield,Jan,4.805833333333334,18-20,1.5,3.305833333333334,FY22,3yr ave (2019x2),FALSE
Wakefield,Jul,3.2858333333333336,18-20,1.5,1.7858333333333336,FY22,3yr ave (2019x2),FALSE
Wakefield,Jun,3.7075000000000005,18-20,1.5,2.2075000000000005,FY22,3yr ave (2019x2),FALSE
Wakefield,Mar,6.3775,18-20,1.5,4.8775,FY22,3yr ave (2019x2),FALSE
Wakefield,May,5.198333333333334,18-20,1.5,3.698333333333334,FY22,3yr ave (2019x2),FALSE
Wakefield,Nov,5.725833333333334,18-20,1.5,4.225833333333334,FY22,3yr ave (2019x2),FALSE
Wakefield,Oct,3.3058333333333336,18-20,1.5,1.8058333333333336,FY22,3yr ave (2019x2),FALSE
Wakefield,Sep,2.9716666666666667,18-20,1.5,1.4716666666666667,FY22,3yr ave (2019x2),FALSE
Walpole,Apr,2.878333333333333,18-20,1.2,1.678333333333333,FY22,3yr ave (2019x2),FALSE
Walpole,Aug,2.02,18-20,1.2,0.8200000000000001,FY22,3yr ave (2019x2),FALSE
Walpole,Dec,2.555,18-20,1.2,1.3550000000000002,FY22,3yr ave (2019x2),FALSE
Walpole,Feb,2.505,18-20,1.2,1.305,FY22,3yr ave (2019x2),FALSE
Walpole,Jan,2.5541666666666663,18-20,1.2,1.3541666666666663,FY22,3yr ave (2019x2),FALSE
Walpole,Jul,1.6966666666666668,18-20,1.2,0.4966666666666668,FY22,3yr ave (2019x2),FALSE
Walpole,Jun,1.8866666666666667,18-20,1.2,0.6866666666666668,FY22,3yr ave (2019x2),FALSE
Walpole,Mar,2.8808333333333334,18-20,1.2,1.6808333333333334,FY22,3yr ave (2019x2),FALSE
Walpole,May,2.5208333333333335,18-20,1.2,1.3208333333333335,FY22,3yr ave (2019x2),FALSE
Walpole,Nov,2.643333333333333,18-20,1.2,1.4433333333333331,FY22,3yr ave (2019x2),FALSE
Walpole,Oct,1.9366666666666665,18-20,1.2,0.7366666666666666,FY22,3yr ave (2019x2),FALSE
Walpole,Sep,1.74,18-20,1.2,0.54,FY22,3yr ave (2019x2),FALSE
Waltham,Apr,12.354166666666666,18-20,5.6,6.754166666666666,FY22,3yr ave (2019x2),FALSE
Waltham,Aug,7.4075,18-20,5.6,1.8075,FY22,3yr ave (2019x2),FALSE
Waltham,Dec,10.699166666666667,18-20,5.6,5.099166666666667,FY22,3yr ave (2019x2),FALSE
Waltham,Feb,10.535,18-20,5.6,4.9350000000000005,FY22,3yr ave (2019x2),FALSE
Waltham,Jan,9.989166666666668,18-20,5.6,4.389166666666668,FY22,3yr ave (2019x2),FALSE
Waltham,Jul,7.7491666666666665,18-20,5.6,2.149166666666667,FY22,3yr ave (2019x2),FALSE
Waltham,Jun,8.281666666666666,18-20,5.6,2.6816666666666666,FY22,3yr ave (2019x2),FALSE
Waltham,Mar,11.910833333333333,18-20,5.6,6.310833333333333,FY22,3yr ave (2019x2),FALSE
Waltham,May,10.260833333333332,18-20,5.6,4.660833333333333,FY22,3yr ave (2019x2),FALSE
Waltham,Nov,10.5575,18-20,5.6,4.9575,FY22,3yr ave (2019x2),FALSE
Waltham,Oct,7.928333333333334,18-20,5.6,2.328333333333334,FY22,3yr ave (2019x2),FALSE
Waltham,Sep,7.617500000000001,18-20,5.6,2.017500000000001,FY22,3yr ave (2019x2),FALSE
Watertown,Apr,4.7725,18-20,2.2,2.5725,FY22,3yr ave (2019x2),FALSE
Watertown,Aug,2.7808333333333333,18-20,2.2,0.5808333333333331,FY22,3yr ave (2019x2),FALSE
Watertown,Dec,4.34,18-20,2.2,2.1399999999999997,FY22,3yr ave (2019x2),FALSE
Watertown,Feb,4.1866666666666665,18-20,2.2,1.9866666666666664,FY22,3yr ave (2019x2),FALSE
Watertown,Jan,3.9675000000000002,18-20,2.2,1.7675,FY22,3yr ave (2019x2),FALSE
Watertown,Jul,2.7675,18-20,2.2,0.5674999999999999,FY22,3yr ave (2019x2),FALSE
Watertown,Jun,2.975833333333333,18-20,2.2,0.7758333333333329,FY22,3yr ave (2019x2),FALSE
Watertown,Mar,4.7575,18-20,2.2,2.5575,FY22,3yr ave (2019x2),FALSE
Watertown,May,3.83,18-20,2.2,1.63,FY22,3yr ave (2019x2),FALSE
Watertown,Nov,4.4191666666666665,18-20,2.2,2.2191666666666663,FY22,3yr ave (2019x2),FALSE
Watertown,Oct,2.9425,18-20,2.2,0.7424999999999997,FY22,3yr ave (2019x2),FALSE
Watertown,Sep,2.723333333333333,18-20,2.2,0.523333333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Apr,5.158333333333333,18-20,1.7,3.458333333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Aug,2.5275,18-20,1.7,0.8274999999999999,FY22,3yr ave (2019x2),FALSE
Wellesley,Dec,4.486666666666666,18-20,1.7,2.786666666666666,FY22,3yr ave (2019x2),FALSE
Wellesley,Feb,4.01,18-20,1.7,2.3099999999999996,FY22,3yr ave (2019x2),FALSE
Wellesley,Jan,3.836666666666667,18-20,1.7,2.1366666666666667,FY22,3yr ave (2019x2),FALSE
Wellesley,Jul,2.5033333333333334,18-20,1.7,0.8033333333333335,FY22,3yr ave (2019x2),FALSE
Wellesley,Jun,2.775,18-20,1.7,1.075,FY22,3yr ave (2019x2),FALSE
Wellesley,Mar,4.795,18-20,1.7,3.0949999999999998,FY22,3yr ave (2019x2),FALSE
Wellesley,May,3.9208333333333334,18-20,1.7,2.220833333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Nov,4.395,18-20,1.7,2.6949999999999994,FY22,3yr ave (2019x2),FALSE
Wellesley,Oct,2.8225000000000002,18-20,1.7,1.1225000000000003,FY22,3yr ave (2019x2),FALSE
Wellesley,Sep,2.493333333333333,18-20,1.7,0.7933333333333332,FY22,3yr ave (2019x2),FALSE
Westwood,Apr,2.4891666666666667,18-20,0.9,1.5891666666666668,FY22,3yr ave (2019x2),FALSE
Westwood,Aug,1.3041666666666667,18-20,0.9,0.4041666666666667,FY22,3yr ave (2019x2),FALSE
Westwood,Dec,2.188333333333333,18-20,0.9,1.288333333333333,FY22,3yr ave (2019x2),FALSE
Westwood,Feb,2.2391666666666667,18-20,0.9,1.3391666666666668,FY22,3yr ave (2019x2),FALSE
Westwood,Jan,2.160833333333333,18-20,0.9,1.2608333333333333,FY22,3yr ave (2019x2),FALSE
Westwood,Jul,1.3058333333333332,18-20,0.9,0.40583333333333316,FY22,3yr ave (2019x2),FALSE
Westwood,Jun,1.5574999999999999,18-20,0.9,0.6574999999999999,FY22,3yr ave (2019x2),FALSE
Westwood,Mar,2.4891666666666667,18-20,0.9,1.5891666666666668,FY22,3yr ave (2019x2),FALSE
Westwood,May,1.9908333333333332,18-20,0.9,1.0908333333333333,FY22,3yr ave (2019x2),FALSE
Westwood,Nov,2.265,18-20,0.9,1.3650000000000002,FY22,3yr ave (2019x2),FALSE
Westwood,Oct,1.4708333333333334,18-20,0.9,0.5708333333333334,FY22,3yr ave (2019x2),FALSE
Westwood,Sep,1.2966666666666666,18-20,0.9,0.3966666666666666,FY22,3yr ave (2019x2),FALSE
Weymouth,Apr,11.885833333333334,18-20,3.7,8.185833333333335,FY22,3yr ave (2019x2),FALSE
Weymouth,Aug,5.756666666666666,18-20,3.7,2.0566666666666658,FY22,3yr ave (2019x2),FALSE
Weymouth,Dec,11.6525,18-20,3.7,7.9525,FY22,3yr ave (2019x2),FALSE
Weymouth,Feb,10.880833333333333,18-20,3.7,7.180833333333333,FY22,3yr ave (2019x2),FALSE
Weymouth,Jan,11.359166666666667,18-20,3.7,7.659166666666667,FY22,3yr ave (2019x2),FALSE
Weymouth,Jul,6.719166666666667,18-20,3.7,3.019166666666667,FY22,3yr ave (2019x2),FALSE
Weymouth,Jun,7.458333333333333,18-20,3.7,3.758333333333333,FY22,3yr ave (2019x2),FALSE
Weymouth,Mar,12.7425,18-20,3.7,9.0425,FY22,3yr ave (2019x2),FALSE
Weymouth,May,9.643333333333333,18-20,3.7,5.9433333333333325,FY22,3yr ave (2019x2),FALSE
Weymouth,Nov,11.63,18-20,3.7,7.930000000000001,FY22,3yr ave (2019x2),FALSE
Weymouth,Oct,7.5425,18-20,3.7,3.8425000000000002,FY22,3yr ave (2019x2),FALSE
Weymouth,Sep,6.073333333333333,18-20,3.7,2.373333333333333,FY22,3yr ave (2019x2),FALSE
Wilmington,Apr,1.845,18-20,0.8,1.045,FY22,3yr ave (2019x2),FALSE
Wilmington,Aug,1.4116666666666666,18-20,0.8,0.6116666666666666,FY22,3yr ave (2019x2),FALSE
Wilmington,Dec,1.6108333333333333,18-20,0.8,0.8108333333333333,FY22,3yr ave (2019x2),FALSE
Wilmington,Feb,1.5633333333333335,18-20,0.8,0.7633333333333334,FY22,3yr ave (2019x2),FALSE
Wilmington,Jan,1.4791666666666665,18-20,0.8,0.6791666666666665,FY22,3yr ave (2019x2),FALSE
Wilmington,Jul,1.3675,18-20,0.8,0.5674999999999999,FY22,3yr ave (2019x2),FALSE
Wilmington,Jun,1.4883333333333333,18-20,0.8,0.6883333333333332,FY22,3yr ave (2019x2),FALSE
Wilmington,Mar,1.7,18-20,0.8,0.8999999999999999,FY22,3yr ave (2019x2),FALSE
Wilmington,May,1.6016666666666666,18-20,0.8,0.8016666666666665,FY22,3yr ave (2019x2),FALSE
Wilmington,Nov,1.6875,18-20,0.8,0.8875,FY22,3yr ave (2019x2),FALSE
Wilmington,Oct,1.4575,18-20,0.8,0.6575,FY22,3yr ave (2019x2),FALSE
Wilmington,Sep,1.4358333333333333,18-20,0.8,0.6358333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,Apr,3.665,18-20,1.1,2.565,FY22,3yr ave (2019x2),FALSE
Winchester,Aug,1.5691666666666668,18-20,1.1,0.46916666666666673,FY22,3yr ave (2019x2),FALSE
Winchester,Dec,3.0383333333333336,18-20,1.1,1.9383333333333335,FY22,3yr ave (2019x2),FALSE
Winchester,Feb,3.0575,18-20,1.1,1.9575,FY22,3yr ave (2019x2),FALSE
Winchester,Jan,2.705,18-20,1.1,1.605,FY22,3yr ave (2019x2),FALSE
Winchester,Jul,1.7683333333333333,18-20,1.1,0.6683333333333332,FY22,3yr ave (2019x2),FALSE
Winchester,Jun,2.0308333333333333,18-20,1.1,0.9308333333333332,FY22,3yr ave (2019x2),FALSE
Winchester,Mar,3.520833333333333,18-20,1.1,2.420833333333333,FY22,3yr ave (2019x2),FALSE
Winchester,May,2.8566666666666665,18-20,1.1,1.7566666666666664,FY22,3yr ave (2019x2),FALSE
Winchester,Nov,3.041666666666667,18-20,1.1,1.9416666666666669,FY22,3yr ave (2019x2),FALSE
Winchester,Oct,1.7275,18-20,1.1,0.6275,FY22,3yr ave (2019x2),FALSE
Winchester,Sep,1.5916666666666666,18-20,1.1,0.4916666666666665,FY22,3yr ave (2019x2),FALSE
Winthrop,Apr,2.501666666666667,18-20,1.1,1.4016666666666668,FY22,3yr ave (2019x2),FALSE
Winthrop,Aug,2.0483333333333333,18-20,1.1,0.9483333333333333,FY22,3yr ave (2019x2),FALSE
Winthrop,Dec,2.545,18-20,1.1,1.4449999999999998,FY22,3yr ave (2019x2),FALSE
Winthrop,Feb,2.3241666666666667,18-20,1.1,1.2241666666666666,FY22,3yr ave (2019x2),FALSE
Winthrop,Jan,2.368333333333333,18-20,1.1,1.268333333333333,FY22,3yr ave (2019x2),FALSE
Winthrop,Jul,2.2241666666666666,18-20,1.1,1.1241666666666665,FY22,3yr ave (2019x2),FALSE
Winthrop,Jun,2.1516666666666664,18-20,1.1,1.0516666666666663,FY22,3yr ave (2019x2),FALSE
Winthrop,Mar,2.6166666666666667,18-20,1.1,1.5166666666666666,FY22,3yr ave (2019x2),FALSE
Winthrop,May,2.3241666666666667,18-20,1.1,1.2241666666666666,FY22,3yr ave (2019x2),FALSE
Winthrop,Nov,2.8966666666666665,18-20,1.1,1.7966666666666664,FY22,3yr ave (2019x2),FALSE
Winthrop,Oct,2.3000000000000003,18-20,1.1,1.2000000000000002,FY22,3yr ave (2019x2),FALSE
Winthrop,Sep,1.9875,18-20,1.1,0.8875,FY22,3yr ave (2019x2),FALSE
Woburn,Apr,8.204166666666667,18-20,3.7,4.504166666666667,FY22,3yr ave (2019x2),FALSE
Woburn,Aug,5.493333333333333,18-20,3.7,1.793333333333333,FY22,3yr ave (2019x2),FALSE
Woburn,Dec,7.024166666666667,18-20,3.7,3.3241666666666667,FY22,3yr ave (2019x2),FALSE
Woburn,Feb,7.208333333333333,18-20,3.7,3.508333333333333,FY22,3yr ave (2019x2),FALSE
Woburn,Jan,6.701666666666667,18-20,3.7,3.001666666666667,FY22,3yr ave (2019x2),FALSE
Woburn,Jul,6.288333333333333,18-20,3.7,2.588333333333333,FY22,3yr ave (2019x2),FALSE
Woburn,Jun,6.626666666666667,18-20,3.7,2.9266666666666667,FY22,3yr ave (2019x2),FALSE
Woburn,Mar,7.6775,18-20,3.7,3.9775,FY22,3yr ave (2019x2),FALSE
Woburn,May,8.153333333333334,18-20,3.7,4.453333333333334,FY22,3yr ave (2019x2),FALSE
Woburn,Nov,6.4275,18-20,3.7,2.7275,FY22,3yr ave (2019x2),FALSE
Woburn,Oct,5.444999999999999,18-20,3.7,1.7449999999999992,FY22,3yr ave (2019x2),FALSE
Woburn,Sep,5.1175,18-20,3.7,1.4174999999999995,FY22,3yr ave (2019x2),FALSE
